"source_id","priority_tier","authority","domain","title","url","coverage_tags","version_signal","last_checked_utc","status","notes"
"ECS-102","B","official_ms_support","functions","RAND function","https://support.microsoft.com/en-us/office/rand-function-4cbfa695-8869-4788-8d90-021ea9f5be73","interesting_function|function_semantics|tier3","current","2026-02-28T20:06:58Z","queued_capture","Auto-seeded from tier-3 reason-code source binding pass for ECS-BL-11 hardening."
"ECS-103","B","official_ms_support","functions","RANDBETWEEN function","https://support.microsoft.com/en-us/office/randbetween-function-4cc7f0d1-87dc-4eb7-987f-a469ab381685","interesting_function|function_semantics|tier3","current","2026-02-28T20:06:58Z","queued_capture","Auto-seeded from tier-3 reason-code source binding pass for ECS-BL-11 hardening."
"ECS-104","B","official_ms_support","functions","ROW function","https://support.microsoft.com/en-us/office/row-function-3a63b74a-c4d0-4093-b49a-e76eb49a6d8d","interesting_function|function_semantics|tier3","current","2026-02-28T20:06:58Z","queued_capture","Auto-seeded from tier-3 reason-code source binding pass for ECS-BL-11 hardening."
"ECS-105","B","official_ms_support","functions","ROWS function","https://support.microsoft.com/en-us/office/rows-function-b592593e-3fc2-47f2-bec1-bda493811597","interesting_function|function_semantics|tier3","current","2026-02-28T20:06:58Z","queued_capture","Auto-seeded from tier-3 reason-code source binding pass for ECS-BL-11 hardening."
"ECS-106","B","official_ms_support","functions","SHEET function","https://support.microsoft.com/en-us/office/sheet-function-44718b6f-8b87-47a1-a9d6-b701c06cff24","interesting_function|function_semantics|tier3","current","2026-02-28T20:06:58Z","queued_capture","Auto-seeded from tier-3 reason-code source binding pass for ECS-BL-11 hardening."
"ECS-107","B","official_ms_support","functions","SHEETS function","https://support.microsoft.com/en-us/office/sheets-function-770515eb-e1e8-45ce-8066-b557e5e4b80b","interesting_function|function_semantics|tier3","current","2026-02-28T20:06:58Z","queued_capture","Auto-seeded from tier-3 reason-code source binding pass for ECS-BL-11 hardening."
"ECS-108","B","official_ms_support","functions","SUMIF function","https://support.microsoft.com/en-us/office/sumif-function-169b8c99-c05c-4483-a712-1697a653039b","interesting_function|function_semantics|tier3","current","2026-02-28T20:06:58Z","queued_capture","Auto-seeded from tier-3 reason-code source binding pass for ECS-BL-11 hardening."
"ECS-109","B","official_ms_support","functions","T function","https://support.microsoft.com/en-us/office/t-function-fb83aeec-45e7-4924-af95-53e073541228","interesting_function|function_semantics|tier3","current","2026-02-28T20:06:58Z","queued_capture","Auto-seeded from tier-3 reason-code source binding pass for ECS-BL-11 hardening."
"ECS-110","B","official_ms_support","functions","TEXT function","https://support.microsoft.com/en-us/office/text-function-20d5ac4d-7b94-49fd-bb38-93d29371225c","interesting_function|function_semantics|tier3","current","2026-02-28T20:06:58Z","queued_capture","Auto-seeded from tier-3 reason-code source binding pass for ECS-BL-11 hardening."
"ECS-111","B","official_ms_support","functions","TYPE function","https://support.microsoft.com/en-us/office/type-function-45b4e688-4bc3-48b3-a105-ffa892995899","interesting_function|function_semantics|tier3","current","2026-02-28T20:06:58Z","queued_capture","Auto-seeded from tier-3 reason-code source binding pass for ECS-BL-11 hardening."
